Campanha_ID,Loja_ID,Nome,Canal,Investimento,Vendas Geradas,Data de Início,Data de Fim
1024,10,Clássica Impacto Cultural,TV,310.47,0,2023-02-11 16:55:58,2023-07-09 19:31:29
1025,857,Viral Promoção Desportiva,Influenciadores,976.97,0,2019-11-16 12:18:17,2020-01-04 21:08:50
1026,126,Alvo Promoção Ecológica,Google Ads,366.58,73,2016-08-02 02:17:40,2017-07-17 04:00:56
1027,267,Alvo Campanha Global,Google Ads,991.0,74,2019-01-05 04:21:12,2019-11-07 12:21:48
1028,991,Alvo Impacto Rural,Google Ads,973.0,67,2020-07-30 01:29:38,2020-08-30 08:39:30
1029,82,Viral Promoção Local,Influenciadores,526.3,114,2022-10-08 15:01:47,2023-03-06 20:45:17
1030,650,Conectada Promoção Artística,Redes Sociais,670.98,0,2023-05-01 23:46:38,2023-06-29 13:04:18
1031,124,Viral Campanha Familiar,Influenciadores,238.34,0,2016-04-11 00:00:58,2016-07-29 00:05:47
1032,912,Alvo Promoção Tradicional,Google Ads,641.91,0,2020-10-26 07:06:02,2021-03-23 02:08:46
1033,972,Direta Campanha Online,Email Marketing,300.58,0,2017-08-03 18:57:41,2017-11-06 20:51:41
1034,172,Alvo Impacto Retro,Google Ads,972.14,53,2014-08-27 14:34:30,2015-02-26 15:40:18
1035,773,Clássica Campanha Nacional,TV,321.68,114,2022-03-30 04:29:44,2022-11-02 10:24:36
1036,442,Alvo Impacto Local,Google Ads,437.15,21,2020-04-04 07:03:35,2021-01-27 20:04:33
1037,90,Alvo Impacto Online,Google Ads,753.93,133,2016-05-27 07:52:16,2016-10-13 07:22:40
1038,988,Direta Campanha Gourmet,Email Marketing,569.4,197,2022-04-24 02:50:44,2023-04-23 14:33:17
1039,487,Direta Promoção Fitness,Email Marketing,337.29,91,2024-02-19 14:36:25,2024-10-29 00:53:51
1040,199,Alvo Promoção Sustentável,Google Ads,670.1,15,2016-09-04 11:40:53,2017-01-19 20:41:57
1041,358,Conectada Impacto Desportiva,Redes Sociais,247.84,14,2019-07-13 00:28:12,2019-08-14 20:06:17
1042,451,Direta Impacto Fitness,Email Marketing,245.19,0,2021-01-31 16:49:44,2021-11-21 06:54:44
1043,666,Viral Impacto Contemporânea,Influenciadores,859.8,58,2017-06-09 21:14:51,2017-11-15 19:28:47
1044,216,Conectada Promoção Online,Redes Sociais,756.47,0,2022-03-05 07:02:29,2022-05-11 09:05:53
1045,168,Alvo Campanha Local,Google Ads,965.89,11,2014-11-02 14:33:58,2015-10-12 09:38:44
1046,961,Clássica Promoção Digital,TV,925.82,94,2018-02-13 23:07:42,2018-12-22 05:16:53
1047,863,Alvo Impacto Vintage,Google Ads,857.18,0,2017-05-01 00:50:44,2017-09-15 09:41:01
1048,804,Viral Campanha Ecológica,Influenciadores,312.05,0,2023-12-25 20:48:49,2024-05-07 01:34:39
1049,33,Direta Promoção Cultural,Email Marketing,960.32,106,2022-02-10 18:43:09,2022-10-19 06:32:24
1050,514,Alvo Impacto Familiar,Google Ads,262.38,0,2019-06-07 22:22:29,2019-07-25 18:24:03
1051,691,Alvo Campanha Gourmet,Google Ads,774.27,0,2015-05-07 07:25:19,2015-09-18 15:01:31
1052,327,Alvo Promoção Vintage,Google Ads,888.73,146,2023-03-18 08:53:44,2023-12-04 20:37:04
1053,249,Alvo Promoção Ecológica,Google Ads,327.13,166,2015-11-16 09:00:48,2016-08-17 01:29:02
1054,891,Clássica Campanha Contemporânea,TV,851.51,0,2018-04-10 03:26:25,2018-12-16 03:47:35
1055,343,Direta Promoção Ecológica,Email Marketing,330.61,97,2014-03-13 01:46:44,2014-12-01 07:21:40
1056,420,Direta Campanha Gourmet,Email Marketing,528.09,0,2019-05-20 12:27:05,2019-06-12 08:29:43
1057,203,Clássica Impacto Digital,TV,709.65,198,2019-07-27 15:36:02,2020-06-26 12:36:02
1058,876,Direta Promoção Nacional,Email Marketing,419.03,65,2015-05-01 05:38:58,2015-08-19 23:01:25
1059,249,Clássica Campanha Contemporânea,TV,642.43,0,2018-07-30 19:11:07,2019-05-01 18:22:28
1060,934,Direta Campanha Tradicional,Email Marketing,613.65,33,2021-07-25 07:37:04,2022-03-23 19:56:24
1061,229,Clássica Campanha Tecnológica,TV,635.74,77,2021-08-22 10:02:09,2022-06-11 03:19:28
1062,311,Direta Impacto Digital,Email Marketing,913.33,22,2016-04-18 12:26:36,2017-01-11 02:49:23
1063,507,Viral Campanha Inovação,Influenciadores,260.43,35,2016-08-05 10:58:25,2017-01-19 13:38:20
1064,244,Direta Impacto Sustentável,Email Marketing,202.73,179,2020-03-09 07:01:52,2021-02-22 05:05:44
1065,58,Alvo Promoção De Luxo,Google Ads,270.24,125,2016-11-04 18:30:38,2017-04-05 12:23:11
1066,395,Clássica Promoção Nacional,TV,942.08,26,2023-06-02 02:25:32,2024-02-03 02:57:52
1067,855,Alvo Impacto Ecológica,Google Ads,323.5,17,2019-11-09 04:47:03,2020-02-27 04:22:12
1068,337,Alvo Promoção Familiar,Google Ads,557.29,15,2014-10-05 08:05:24,2015-04-01 01:44:44
1069,477,Clássica Promoção De Luxo,TV,247.53,65,2017-07-24 04:57:29,2018-01-25 19:37:42
1070,933,Viral Impacto Inovação,Influenciadores,912.08,86,2016-07-03 16:00:49,2017-04-17 01:31:43
1071,752,Conectada Promoção Urbana,Redes Sociais,527.18,17,2015-07-13 04:10:34,2015-07-30 03:30:01
1072,677,Viral Campanha Familiar,Influenciadores,259.35,0,2019-05-20 23:02:34,2019-09-20 09:45:43
1073,347,Conectada Impacto Artística,Redes Sociais,862.12,0,2019-12-01 17:44:43,2020-02-11 08:58:33
1074,711,Clássica Campanha Rural,TV,783.94,228,2021-10-22 08:37:28,2022-07-06 20:03:35
1075,184,Conectada Campanha Nacional,Redes Sociais,339.59,181,2018-11-14 15:16:22,2019-03-21 10:25:58
1076,787,Clássica Impacto Retro,TV,968.6,152,2019-10-26 18:46:26,2020-09-25 07:55:00
1077,147,Viral Campanha Urbana,Influenciadores,633.22,89,2022-01-04 21:26:52,2022-06-20 23:51:05
1078,961,Conectada Impacto Gourmet,Redes Sociais,846.59,43,2016-05-29 11:55:26,2016-11-09 16:40:29
1079,22,Clássica Campanha Online,TV,791.76,51,2019-04-19 09:31:38,2020-02-11 18:55:24
1080,782,Viral Campanha Vintage,Influenciadores,945.11,100,2020-02-20 18:59:23,2020-05-03 09:50:12
1081,408,Conectada Campanha Online,Redes Sociais,605.99,0,2024-10-26 04:44:38,2024-12-03 00:11:07
1082,663,Clássica Impacto Clássica,TV,805.49,61,2022-11-20 16:26:47,2023-10-25 07:55:01
1083,932,Clássica Promoção Gourmet,TV,963.64,265,2021-03-14 12:56:47,2021-10-04 21:23:56
1084,445,Alvo Campanha Familiar,Google Ads,727.2,0,2020-10-28 15:53:38,2021-02-09 18:59:20
1085,353,Alvo Campanha Artística,Google Ads,875.13,12,2020-05-14 03:37:27,2021-01-31 21:11:29
1086,697,Clássica Campanha Fitness,TV,789.74,0,2017-04-11 02:24:11,2017-08-01 03:03:15
1087,840,Alvo Promoção Artística,Google Ads,720.16,59,2017-09-23 01:33:15,2018-04-09 02:14:08
1088,439,Viral Promoção Sustentável,Influenciadores,840.8,24,2023-07-01 16:39:39,2023-11-21 23:37:50
1089,691,Conectada Impacto Familiar,Redes Sociais,291.19,8,2017-03-20 22:15:19,2017-06-27 10:13:21
1090,712,Alvo Impacto Vintage,Google Ads,242.05,0,2021-09-19 23:55:22,2021-10-24 06:11:25
1091,925,Viral Promoção Fitness,Influenciadores,762.43,0,2014-02-09 10:44:57,2014-06-03 22:16:11
1092,343,Alvo Promoção Rural,Google Ads,660.81,179,2014-09-07 13:27:39,2015-09-06 12:25:11
1093,190,Viral Campanha Tecnológica,Influenciadores,338.99,70,2014-10-03 02:19:46,2015-07-18 17:38:42
1094,745,Direta Impacto Desportiva,Email Marketing,890.52,104,2023-10-10 22:29:59,2024-09-30 22:49:36
1095,347,Alvo Promoção Inovação,Google Ads,839.95,0,2015-08-15 17:08:26,2016-01-05 11:09:30
1096,11,Conectada Campanha Urbana,Redes Sociais,663.62,16,2018-09-24 00:56:48,2019-05-26 07:48:04
1097,721,Direta Campanha Online,Email Marketing,243.85,0,2015-07-18 09:46:00,2016-01-26 07:40:15
1098,54,Conectada Campanha Digital,Redes Sociais,509.6,0,2020-07-03 21:00:52,2020-09-28 04:03:12
1099,563,Alvo Impacto Retro,Google Ads,601.78,0,2021-07-20 07:39:56,2021-09-29 05:10:48
1100,733,Clássica Impacto Tradicional,TV,613.78,13,2017-01-12 09:52:08,2017-12-16 02:50:58
1101,823,Conectada Impacto Desportiva,Redes Sociais,921.83,19,2023-01-15 03:59:06,2023-06-24 06:43:18
1102,543,Direta Impacto Rural,Email Marketing,459.13,0,2016-03-14 19:01:53,2016-09-28 08:25:14
1103,425,Alvo Campanha Clássica,Google Ads,916.2,183,2015-02-17 14:07:41,2015-07-05 04:17:22
1104,86,Direta Campanha Familiar,Email Marketing,437.16,66,2017-02-04 11:59:58,2017-07-11 19:08:54
1105,927,Alvo Promoção Urbana,Google Ads,604.98,72,2021-09-26 06:51:03,2022-06-26 14:20:24
1106,836,Viral Promoção Clássica,Influenciadores,590.94,0,2019-09-10 17:41:09,2020-02-13 19:35:39
1107,570,Clássica Impacto Ecológica,TV,204.36,0,2021-02-10 16:43:58,2021-11-29 12:32:40
1108,518,Direta Promoção Online,Email Marketing,802.67,0,2016-12-10 13:04:40,2017-03-08 15:30:13
1109,185,Alvo Impacto Sustentável,Google Ads,323.26,0,2017-08-23 07:50:42,2017-11-14 23:06:26
1110,161,Direta Campanha Vintage,Email Marketing,462.98,0,2023-05-29 04:12:14,2023-09-04 21:35:12
1111,976,Direta Campanha Digital,Email Marketing,842.24,0,2017-07-27 02:06:48,2017-08-16 01:51:11
1112,473,Direta Campanha Local,Email Marketing,233.12,9,2015-11-26 19:04:29,2016-09-17 10:50:27
1113,109,Clássica Impacto Artística,TV,569.64,0,2023-10-13 12:09:59,2023-11-07 10:07:38
1114,519,Alvo Promoção Artística,Google Ads,743.35,55,2020-09-16 13:48:25,2021-06-02 11:10:06
1115,650,Clássica Impacto Clássica,TV,933.77,48,2014-03-08 01:16:01,2014-12-12 09:12:51
1116,617,Direta Campanha Contemporânea,Email Marketing,603.86,130,2017-08-15 13:56:20,2018-01-19 00:16:42
1117,968,Viral Promoção Urbana,Influenciadores,640.8,107,2021-03-12 06:07:13,2022-03-06 19:55:00
1118,889,Viral Impacto Contemporânea,Influenciadores,872.85,110,2017-12-18 14:02:12,2018-12-16 10:08:00
1119,167,Viral Campanha Tecnológica,Influenciadores,786.56,58,2015-05-16 07:18:23,2016-01-25 21:35:57
1120,823,Viral Campanha Digital,Influenciadores,771.14,0,2018-06-16 17:19:42,2019-04-03 03:46:08
1121,868,Viral Campanha Digital,Influenciadores,855.79,0,2014-07-06 12:09:18,2014-10-29 21:02:06
1122,256,Viral Campanha Local,Influenciadores,272.8,56,2016-08-09 04:02:23,2017-07-20 09:28:19
1123,64,Alvo Impacto Rural,Google Ads,869.95,97,2015-05-05 17:48:21,2015-06-16 14:12:28
1124,305,Alvo Campanha Rural,Google Ads,761.3,0,2023-09-29 03:10:18,2024-03-24 22:15:41
1125,302,Clássica Promoção Digital,TV,724.73,50,2019-10-31 08:38:12,2020-01-24 07:34:28
1126,983,Direta Impacto Rural,Email Marketing,564.6,145,2019-09-12 15:23:17,2020-04-09 17:45:22
1127,397,Viral Campanha Gourmet,Influenciadores,220.53,0,2017-02-20 08:51:18,2017-03-07 16:13:04
1128,461,Conectada Promoção Local,Redes Sociais,540.0,100,2019-06-13 17:24:37,2020-06-06 01:47:53
1129,547,Direta Campanha Online,Email Marketing,360.43,137,2021-01-31 12:32:42,2021-07-11 03:53:34
1130,84,Clássica Impacto Tecnológica,TV,958.92,0,2024-10-30 15:18:55,2024-12-23 22:41:31
1131,19,Conectada Promoção Digital,Redes Sociais,209.17,0,2024-03-12 15:07:19,2024-06-06 16:59:18
1132,520,Conectada Campanha Global,Redes Sociais,570.35,177,2024-02-29 06:32:33,2024-08-10 00:48:39
1133,784,Direta Campanha Urbana,Email Marketing,791.52,76,2023-08-19 04:14:08,2024-07-12 02:18:18
1134,427,Alvo Promoção Vintage,Google Ads,577.94,0,2018-05-29 07:05:01,2018-06-29 15:24:40
1135,821,Direta Campanha Inovação,Email Marketing,911.64,43,2015-06-08 09:36:35,2016-05-03 10:57:09
1136,283,Direta Promoção Tradicional,Email Marketing,905.7,103,2021-11-14 02:17:10,2022-08-05 18:58:09
1137,609,Clássica Impacto Clássica,TV,451.1,99,2020-12-05 21:30:38,2021-08-21 04:32:35
1138,640,Conectada Impacto De Luxo,Redes Sociais,519.13,93,2019-02-17 06:16:08,2019-08-17 06:10:36
1139,485,Alvo Campanha Sustentável,Google Ads,328.34,0,2019-08-15 05:33:41,2020-03-23 11:00:09
1140,656,Direta Impacto De Luxo,Email Marketing,223.26,0,2021-07-04 21:41:44,2021-08-13 19:04:52
1141,120,Direta Impacto Nacional,Email Marketing,502.78,8,2015-01-10 01:30:21,2015-02-05 21:31:53
1142,907,Alvo Impacto Cultural,Google Ads,666.58,0,2019-03-28 08:19:23,2020-02-09 23:55:00
1143,130,Alvo Impacto Ecológica,Google Ads,532.51,41,2021-03-10 13:40:37,2022-01-04 15:22:44
1144,333,Viral Impacto Tradicional,Influenciadores,631.34,82,2016-06-27 05:47:27,2017-05-13 19:34:38
1145,86,Direta Campanha Urbana,Email Marketing,865.74,140,2014-02-05 08:00:12,2014-12-10 09:03:54
1146,133,Conectada Impacto Ecológica,Redes Sociais,607.51,0,2024-10-01 18:32:37,2025-03-15 04:37:05
1147,147,Alvo Campanha Sustentável,Google Ads,247.94,0,2019-01-27 09:23:18,2020-01-11 02:11:01
1148,428,Alvo Impacto Nacional,Google Ads,714.07,0,2017-11-22 16:19:21,2018-01-09 12:59:45
1149,381,Conectada Campanha De Luxo,Redes Sociais,965.36,57,2020-07-09 14:57:31,2021-06-16 05:58:46
1150,823,Direta Campanha Ecológica,Email Marketing,338.78,55,2019-02-19 23:21:05,2020-02-10 16:08:42
1151,931,Direta Impacto Desportiva,Email Marketing,756.59,0,2022-06-03 23:40:58,2022-10-11 20:01:22
1152,876,Direta Campanha Contemporânea,Email Marketing,313.9,0,2016-01-28 17:35:26,2016-03-11 08:38:35
1153,571,Clássica Impacto Local,TV,839.69,0,2014-04-05 11:44:22,2014-05-06 02:14:53
1154,921,Direta Impacto Cultural,Email Marketing,462.35,0,2014-02-20 03:57:09,2014-08-16 06:40:36
1155,224,Clássica Impacto Rural,TV,866.87,43,2019-06-08 17:19:54,2020-05-19 01:02:58
1156,847,Direta Campanha Inovação,Email Marketing,349.83,1,2018-03-09 08:54:35,2019-01-25 05:46:55
1157,702,Alvo Campanha Vintage,Google Ads,526.62,0,2019-06-03 21:28:53,2019-12-01 07:29:11
1158,157,Viral Promoção Fitness,Influenciadores,342.23,0,2020-09-12 10:57:45,2021-03-05 12:53:00
1159,826,Alvo Promoção Ecológica,Google Ads,967.09,0,2023-02-03 10:48:16,2023-05-22 08:00:27
1160,777,Conectada Promoção Nacional,Redes Sociais,726.12,79,2017-05-22 18:58:32,2018-04-21 15:18:30
1161,44,Viral Promoção Familiar,Influenciadores,448.82,82,2014-03-05 03:50:55,2015-01-15 13:34:10
1162,706,Alvo Impacto Global,Google Ads,616.27,9,2023-01-28 01:37:05,2023-07-30 09:08:43
1163,671,Conectada Impacto Rural,Redes Sociais,274.47,87,2017-07-10 13:48:48,2018-02-20 03:23:52
1164,909,Direta Impacto Inovação,Email Marketing,809.1,57,2023-10-31 15:25:35,2024-01-07 03:20:10
1165,972,Conectada Promoção Urbana,Redes Sociais,844.05,0,2019-10-01 16:56:59,2020-07-24 21:31:17
1166,303,Conectada Impacto Ecológica,Redes Sociais,545.1,0,2018-10-12 10:06:29,2019-04-22 04:38:01
1167,568,Alvo Impacto Desportiva,Google Ads,811.63,0,2024-10-09 20:46:05,2025-09-13 00:45:50
1168,710,Viral Campanha Digital,Influenciadores,857.05,81,2021-01-08 10:34:00,2021-07-25 12:16:25
1169,694,Conectada Impacto Retro,Redes Sociais,272.94,66,2023-04-23 01:31:22,2023-06-24 02:54:25
1170,930,Direta Impacto Clássica,Email Marketing,748.48,0,2023-07-30 05:37:13,2023-09-23 03:40:04
1171,37,Viral Impacto Urbana,Influenciadores,992.68,0,2022-04-19 07:12:14,2023-04-16 02:08:59
1172,250,Direta Campanha Urbana,Email Marketing,734.15,46,2021-05-30 02:44:48,2022-01-19 11:00:50
1173,348,Viral Impacto Nacional,Influenciadores,290.75,0,2014-06-10 06:41:26,2015-06-10 15:52:28
1174,499,Clássica Promoção Urbana,TV,828.62,36,2016-03-12 09:39:51,2017-01-09 14:35:34
1175,696,Direta Campanha Clássica,Email Marketing,601.01,66,2024-03-25 06:22:53,2024-10-21 22:20:03
1176,402,Viral Promoção Digital,Influenciadores,943.22,40,2019-09-30 21:17:51,2020-04-13 08:30:10
1177,252,Clássica Impacto Contemporânea,TV,885.56,139,2018-09-04 10:11:26,2019-07-12 02:28:19
1178,605,Conectada Promoção Gourmet,Redes Sociais,562.18,131,2017-05-10 12:33:49,2018-04-22 03:09:22
1179,660,Viral Promoção Artística,Influenciadores,944.84,75,2022-09-24 17:44:21,2023-08-10 15:17:25
1180,677,Conectada Promoção Local,Redes Sociais,227.95,59,2014-05-05 10:17:58,2014-07-24 06:07:38
1181,463,Direta Impacto Desportiva,Email Marketing,913.43,47,2021-02-08 01:38:12,2021-11-15 20:43:33
1182,967,Alvo Promoção Tradicional,Google Ads,380.88,0,2014-02-27 08:49:44,2015-01-12 09:38:22
1183,569,Clássica Impacto Ecológica,TV,591.7,192,2017-04-19 03:44:24,2017-10-28 14:14:59
1184,737,Conectada Campanha Rural,Redes Sociais,894.85,5,2019-01-19 07:12:15,2019-05-11 23:55:16
1185,522,Clássica Impacto Vintage,TV,680.3,77,2019-11-18 14:32:06,2020-10-17 05:17:48
1186,798,Direta Campanha Global,Email Marketing,433.5,332,2016-03-10 18:34:18,2017-02-25 21:51:09
1187,783,Alvo Campanha Global,Google Ads,544.56,102,2023-04-07 08:34:22,2024-01-23 18:18:34
1188,643,Clássica Promoção Urbana,TV,276.64,7,2024-11-20 01:11:20,2025-07-09 05:38:28
1189,986,Conectada Campanha Vintage,Redes Sociais,466.07,112,2024-04-16 00:50:24,2024-09-05 04:24:04
1190,404,Alvo Impacto Digital,Google Ads,293.04,0,2014-07-07 14:56:15,2014-09-06 19:54:31
1191,430,Alvo Campanha Tecnológica,Google Ads,520.65,0,2021-03-26 02:04:39,2021-06-30 03:14:47
1192,807,Conectada Promoção Clássica,Redes Sociais,846.94,237,2018-11-03 16:33:13,2019-09-13 09:00:10
1193,418,Clássica Promoção Digital,TV,630.22,84,2020-06-22 22:09:09,2021-02-12 22:48:08
1194,752,Alvo Impacto Artística,Google Ads,427.71,0,2022-05-13 17:18:33,2022-12-22 09:51:47
1195,591,Viral Impacto De Luxo,Influenciadores,896.48,166,2023-02-04 14:34:51,2023-12-13 01:00:58
1196,993,Viral Impacto Clássica,Influenciadores,865.69,0,2023-04-17 07:22:21,2023-08-11 12:09:06
1197,217,Alvo Promoção Contemporânea,Google Ads,320.69,9,2024-04-11 17:42:26,2024-10-11 10:55:06
1198,970,Conectada Impacto Rural,Redes Sociais,469.86,132,2017-05-21 03:48:29,2017-09-11 19:32:55
1199,263,Alvo Promoção De Luxo,Google Ads,410.36,82,2017-08-22 21:39:21,2017-12-23 10:21:54
1200,961,Conectada Promoção Nacional,Redes Sociais,685.79,157,2021-12-30 01:37:28,2022-11-13 05:34:19
1201,343,Alvo Impacto Tecnológica,Google Ads,404.74,2,2024-06-15 11:30:54,2025-02-04 18:12:29
1202,339,Alvo Campanha Inovação,Google Ads,511.83,220,2017-11-21 05:03:18,2018-11-03 19:21:49
1203,748,Viral Promoção Artística,Influenciadores,255.88,0,2020-03-12 00:00:14,2020-10-01 05:20:11
1204,383,Viral Impacto Rural,Influenciadores,375.75,0,2016-11-04 12:50:02,2016-12-01 17:41:43
1205,751,Alvo Campanha Vintage,Google Ads,912.93,0,2024-12-30 04:32:30,2025-10-28 03:13:04
1206,861,Clássica Impacto Artística,TV,511.02,75,2023-01-14 12:58:22,2023-07-18 19:03:48
1207,422,Alvo Campanha Nacional,Google Ads,740.85,327,2016-08-26 11:01:02,2017-07-18 07:28:30
1208,440,Alvo Promoção Familiar,Google Ads,526.24,0,2017-03-28 21:17:48,2017-05-06 13:07:14
1209,254,Viral Campanha Local,Influenciadores,511.88,83,2014-09-18 08:56:50,2015-07-14 14:14:06
1210,279,Clássica Promoção Inovação,TV,889.44,84,2021-03-22 03:58:39,2021-11-26 06:50:26
1211,59,Conectada Campanha Online,Redes Sociais,446.78,0,2023-08-10 12:17:10,2023-09-11 18:32:33
1212,327,Clássica Impacto Urbana,TV,615.45,100,2024-05-18 19:32:20,2025-01-24 04:38:46
1213,341,Direta Campanha Cultural,Email Marketing,832.78,0,2018-01-04 10:29:42,2018-03-15 08:04:46
1214,812,Alvo Promoção Urbana,Google Ads,928.24,69,2023-02-07 09:53:13,2023-04-04 11:22:31
1215,240,Viral Impacto Local,Influenciadores,756.67,6,2015-01-06 04:03:41,2015-11-26 09:16:18
1216,916,Viral Impacto Fitness,Influenciadores,203.65,0,2017-05-10 07:12:13,2018-02-17 07:42:51
1217,107,Alvo Campanha Global,Google Ads,633.62,0,2020-05-07 20:58:17,2020-09-17 05:49:41
1218,572,Viral Promoção Nacional,Influenciadores,560.18,0,2014-10-15 01:52:25,2014-12-08 15:44:42
1219,405,Clássica Impacto Inovação,TV,807.92,0,2020-01-28 16:23:16,2020-09-04 19:47:43
1220,556,Alvo Promoção Digital,Google Ads,558.82,98,2020-09-09 22:46:35,2021-05-17 10:30:06
1221,75,Alvo Promoção Urbana,Google Ads,519.78,0,2024-02-12 22:45:01,2024-08-15 21:11:55
1222,239,Direta Impacto Digital,Email Marketing,670.57,0,2017-06-30 15:34:00,2017-09-18 22:13:28
1223,375,Clássica Promoção Tradicional,TV,801.48,21,2020-03-08 15:31:21,2020-11-02 04:33:11
1224,611,Viral Promoção Nacional,Influenciadores,359.53,188,2021-03-19 17:34:54,2021-09-15 09:42:39
1225,131,Direta Campanha Clássica,Email Marketing,980.49,0,2021-02-18 07:03:07,2021-07-14 11:07:34
1226,282,Clássica Campanha Artística,TV,461.96,13,2019-09-28 15:49:24,2020-04-17 08:30:17
1227,133,Clássica Campanha Sustentável,TV,354.8,72,2022-08-28 05:59:27,2023-03-08 06:11:57
1228,134,Viral Campanha Artística,Influenciadores,910.4,0,2018-11-06 15:06:38,2019-02-12 13:25:12
1229,365,Viral Campanha Global,Influenciadores,602.06,0,2024-12-03 14:05:12,2025-11-26 14:45:36
1230,599,Direta Impacto Tecnológica,Email Marketing,615.0,84,2019-09-24 14:39:14,2020-05-07 10:41:14
1231,29,Clássica Impacto Urbana,TV,685.05,0,2014-04-15 17:06:53,2014-06-19 18:03:12
1232,236,Alvo Impacto Local,Google Ads,569.3,0,2022-02-06 00:15:59,2022-11-11 07:43:44
1233,117,Direta Campanha Retro,Email Marketing,449.7,53,2023-02-17 22:14:19,2023-07-02 13:25:51
1234,409,Alvo Campanha Tecnológica,Google Ads,503.61,0,2016-02-06 07:20:14,2016-06-20 10:43:28
1235,203,Conectada Campanha Clássica,Redes Sociais,296.63,26,2016-08-29 15:53:59,2017-03-18 06:02:28
1236,34,Alvo Promoção Nacional,Google Ads,312.66,99,2024-09-17 19:16:12,2024-11-22 02:43:27
1237,640,Viral Promoção Retro,Influenciadores,832.4,106,2015-07-07 08:55:25,2016-04-23 11:58:17
1238,507,Alvo Campanha Rural,Google Ads,446.04,0,2018-10-15 22:05:56,2019-06-25 07:40:23
1239,180,Direta Promoção Ecológica,Email Marketing,377.41,0,2016-11-22 15:40:18,2017-05-24 12:14:22
1240,707,Direta Promoção Vintage,Email Marketing,982.0,38,2016-08-13 06:57:47,2016-11-12 15:34:31
1241,705,Clássica Impacto Tecnológica,TV,964.79,0,2018-06-16 22:44:34,2019-02-21 12:57:47
1242,685,Clássica Impacto Fitness,TV,997.54,79,2023-06-12 10:25:52,2024-04-30 18:35:25
1243,891,Alvo Impacto Tecnológica,Google Ads,807.27,0,2022-05-26 20:43:01,2022-10-26 02:34:04
1244,928,Direta Campanha Ecológica,Email Marketing,391.04,74,2021-07-09 13:16:30,2021-08-01 08:55:34
1245,630,Viral Impacto De Luxo,Influenciadores,439.8,0,2021-03-31 03:45:08,2021-05-28 02:36:59
1246,672,Clássica Promoção Sustentável,TV,375.19,94,2014-12-24 14:19:44,2015-08-15 21:37:20
1247,51,Alvo Promoção Retro,Google Ads,961.5,91,2024-02-02 05:58:56,2025-01-19 03:48:18
1248,915,Alvo Promoção Artística,Google Ads,266.89,216,2023-05-10 17:28:53,2024-01-02 14:16:23
1249,81,Alvo Impacto Urbana,Google Ads,689.55,132,2021-02-06 04:02:45,2021-11-23 09:47:28
1250,580,Direta Impacto Tecnológica,Email Marketing,260.7,82,2024-08-30 13:25:54,2025-06-12 12:39:35
1251,142,Viral Impacto Familiar,Influenciadores,331.76,173,2018-08-15 19:03:32,2019-03-10 03:08:52
1252,790,Clássica Impacto De Luxo,TV,288.09,0,2018-09-04 04:01:45,2018-09-27 17:57:55
1253,225,Direta Impacto Sustentável,Email Marketing,777.64,71,2018-07-26 00:55:48,2019-05-03 17:11:13
1254,673,Viral Campanha Clássica,Influenciadores,420.85,0,2024-12-16 06:59:11,2025-03-08 11:11:35
1255,442,Clássica Promoção Sustentável,TV,818.03,0,2024-12-04 12:40:15,2025-10-18 08:39:06
1256,27,Direta Promoção Rural,Email Marketing,552.19,32,2023-08-06 13:56:10,2023-12-27 18:47:38
1257,920,Conectada Campanha Vintage,Redes Sociais,875.14,0,2023-10-01 14:29:54,2023-11-15 14:29:28
1258,678,Alvo Impacto Fitness,Google Ads,404.17,0,2018-02-12 21:49:52,2018-09-29 18:39:45
1259,214,Conectada Campanha Retro,Redes Sociais,369.89,11,2015-09-29 14:17:59,2016-09-06 05:30:24
1260,293,Conectada Campanha Sustentável,Redes Sociais,827.48,2,2024-07-16 22:57:40,2024-09-09 21:57:23
1261,780,Clássica Impacto Nacional,TV,601.5,99,2015-04-23 14:34:06,2015-10-27 06:43:40
1262,304,Direta Impacto Contemporânea,Email Marketing,226.5,83,2014-05-28 15:56:38,2015-04-22 18:18:58
1263,891,Viral Promoção De Luxo,Influenciadores,613.65,225,2021-12-16 13:59:57,2022-05-20 19:24:17
1264,561,Direta Promoção Vintage,Email Marketing,561.85,0,2024-12-25 20:13:57,2025-07-05 20:47:35
1265,882,Conectada Campanha Local,Redes Sociais,223.61,0,2019-02-04 07:45:15,2019-07-10 17:12:45
1266,899,Conectada Promoção Gourmet,Redes Sociais,300.85,141,2014-10-28 00:14:34,2015-07-17 23:17:46
1267,340,Direta Campanha Tecnológica,Email Marketing,528.98,0,2017-03-01 17:16:22,2017-04-21 09:58:44
1268,775,Viral Promoção Gourmet,Influenciadores,693.49,0,2019-10-26 13:57:15,2019-11-29 09:57:16
1269,338,Viral Impacto Familiar,Influenciadores,309.38,0,2024-12-11 08:23:48,2025-10-13 17:20:50
1270,137,Clássica Campanha Sustentável,TV,493.52,50,2021-03-22 08:24:56,2021-10-08 10:57:56
1271,553,Viral Impacto Nacional,Influenciadores,427.16,0,2017-12-17 17:14:24,2018-03-09 22:08:04
1272,368,Viral Campanha Global,Influenciadores,926.99,23,2016-02-03 20:02:06,2017-01-12 21:22:47
1273,919,Clássica Campanha Ecológica,TV,556.61,57,2020-11-11 04:35:11,2021-08-28 09:31:29
